組織,案件名,URL,階層
市|suginami区,令和8年度小学生名寄自然体験交流事業 参加者を募集します（2026年8月26日）,https://www.city.suginami.tokyo.jp/s113/news/28606.html,L1
市|suginami区,杉並区立保育園・子供園における給食調理業務および用務業務委託の新規入札参加登録事業者を募集します（2026年8月21日）,https://www.city.suginami.tokyo.jp/s058/news/28524.html,L1
市|suginami区,【令和8年11月1日付採用】児童相談所設置準備課短時間会計年度任用職員（生活支援員）を募集します（2026年8月21日更新）,https://www.city.suginami.tokyo.jp/s057/27287.html,L1
市|suginami区,【令和8年11月1日採用】通常学級支援員・特別支援学級（学校）介助員〔会計年度任用職員（短時間）〕を募集します（2026年8月21日）,https://www.city.suginami.tokyo.jp/s110/news/28444.html,L1
市|suginami区,【令和8年11月1日付採用】杉並区適応指導教室（宮前教室）産休代替 会計年度任用職員（一般）【教育相談担当】 を募集します（2026年8月21日）,https://www.city.suginami.tokyo.jp/s110/28628.html,L1
市|suginami区,保健予防課 会計年度任用職員（臨時）【事務補助】を募集します（2026年8月20日）,https://www.city.suginami.tokyo.jp/s047/news/28307.html,L1
市|suginami区,【募集終了】〔9月5日開催〕区政を話し合う会「聴っくオフ・ミーティング」の参加者を募集します（2026年8月15日更新）,https://www.city.suginami.tokyo.jp/s013/27001.html,L1
市|suginami区,杉並区中学校対抗駅伝大会2026 協賛を募集します（2026年8月15日）,https://www.city.suginami.tokyo.jp/s032/news/21282.html,L1
市|suginami区,重度身体障害者入所施設「マイルドハート高円寺（なでしこ）」「永福南社会福祉ガーデン」の入所希望者を募集します（2026年8月15日）,https://www.city.suginami.tokyo.jp/s037/news/27372.html,L1
市|suginami区,地域の子どもの成長を一緒に見守りませんか（ファミリー・サポート・センター協力会員募集）（2026年8月15日）,https://www.city.suginami.tokyo.jp/s054/news/27165.html,L1
市|suginami区,【令和8年11月1日付採用】児童相談所設置準備課会計年度任用職員（夜間指導員）を募集します（2026年8月15日）,https://www.city.suginami.tokyo.jp/s057/27286.html,L1
市|suginami区,【令和8年11月1日付採用】児童相談所設置準備課会計年度任用職員（学習指導員）を募集します（2026年8月15日）,https://www.city.suginami.tokyo.jp/s057/news/28081.html,L1
市|suginami区,【令和8年11月1日付採用】児童相談所設置準備課 会計年度任用職員（養育家庭支援専門員）を募集します（2026年8月15日）,https://www.city.suginami.tokyo.jp/s057/28217.html,L1
市|suginami区,（仮称）下井草まちづくりラボの参加者を追加募集します（2026年8月15日）,https://www.city.suginami.tokyo.jp/s094/news/27400.html,L1
市|suginami区,特別区立幼稚園臨時的任用教員採用候補者を募集します（2026年8月13日）,https://www.city.suginami.tokyo.jp/s108/news/24821.html,L1
市|suginami区,杉並区プレミアム付商品券の取扱店舗を募集します（2026年8月10日更新）,https://www.city.suginami.tokyo.jp/s033/news/25508.html,L1
市|suginami区,「高円寺地域アンケート設計会議」の参加者を募集します（2026年8月10日）,https://www.city.suginami.tokyo.jp/s098/news/28184.html,L1
市|suginami区,子ども政策担当課 会計年度任用職員（一般）【子どもの権利相談員】を募集します（2026年8月7日）,https://www.city.suginami.tokyo.jp/s053/news/28158.html,L1
市|suginami区,低額所得者向け賃貸住宅の入居者を募集します（2026年8月5日更新）,https://www.city.suginami.tokyo.jp/s093/news/20418.html,L1
市|suginami区,（追加募集）【令和8年8月1日以降随時採用】区立保育園等における会計年度任用職員（短時間）を募集します（2026年8月3日更新）,https://www.city.suginami.tokyo.jp/s058/news/24962.html,L1
市|suginami区,杉並区職員（看護師2類）を募集します（2026年8月1日）,https://www.city.suginami.tokyo.jp/s010/news/27036.html,L1
市|suginami区,（仮称）ミライバ（子どものミライ×話し合いのバ）ワークショップ形式の参加者を募集します（2026年8月1日）,https://www.city.suginami.tokyo.jp/s053/news/27183.html,L1
市|suginami区,第73回杉並区総合文化祭 作品・参加者を募集します（2026年8月1日）,https://www.city.suginami.tokyo.jp/s113/news/27074.html,L1
市|suginami区,（追加募集）【令和8年8月1日以降随時採用】区立保育園等における会計年度任用職員（臨時）【保育補助】を募集します（2026年7月21日更新）,https://www.city.suginami.tokyo.jp/s058/news/25653.html,L1
市|suginami区,【決定しました】広告付きおくやみハンドブック無償提供者の募集（2026年7月17日更新）,https://www.city.suginami.tokyo.jp/s018/news/27107.html,L1
市|suginami区,平和のためのポスターコンクール作品を募集します（2026年7月15日）,https://www.city.suginami.tokyo.jp/s016/news/26588.html,L1
市|suginami区,平和施策に関する区民懇談会委員を募集します（2026年7月15日）,https://www.city.suginami.tokyo.jp/s016/news/26601.html,L1
市|suginami区,街角ピアノ＠セシオン杉並まつり 青柳いづみこさんに聴いてもらおう演奏者を募集します（2026年7月15日）,https://www.city.suginami.tokyo.jp/s024/news/26961.html,L1
市|suginami区,食品ロス削減に取り組む飲食店等を募集します（2026年7月15日）,https://www.city.suginami.tokyo.jp/s104/news/26973.html,L1
市|suginami区,考えよう！伝えよう！いじめ防止アイデア作品大募集！（2026年7月13日）,https://www.city.suginami.tokyo.jp/s108/news/27717.html,L1
