適合度,根拠,組織,分類,案件名,URL,階層,重複数,締切,募集状態
A,展示・出展関連,市|札幌,,「令和6年度生活道路除排雪の試験施工に関わるリーフレット等配布業務」に係る一般競争入札のお知らせ,https://www.city.sapporo.jp/kensetsu/yuki/jigyosha/r6johaisetuhaihu.html,L2,1,2024-11-27,締切超過
A,展示・出展関連,市|札幌,,「令和6年度生活道路除排雪の試験施工等に関する調査検討業務」に係る一般競争入札のお知らせ,https://www.city.sapporo.jp/kensetsu/yuki/jigyosha/r6seikatsudouro-shikensekou.html,L2,1,2024-10-29,締切超過
A,展示・出展関連,市|東大阪,展示会・出展/イベント運営,【終了しました】東大阪市「2025大阪・関西万博 自治体参加催事」出展支援業務委託契約に係るプロポーザル参加事業者を募集します,https://www.city.higashiosaka.lg.jp/0000040239.html,L1,1,,取得不可
A,展示・出展関連,市|東大阪,展示会・出展/イベント運営,東大阪市「2025大阪・関西万博 自治体参加催事」出展支援業務委託契約に係るプロポーザルの選考結果,https://www.city.higashiosaka.lg.jp/0000040451.html,L1,1,,過年度（次回予測用）
A,展示・出展関連,市|横浜,,【公募型プロポーザル】瀬谷駅北口駅前広場から旧上瀬谷通信施設地区における緑花による装飾および育成業務委託,https://www.city.yokohama.lg.jp/business/nyusatsu/kakukukyoku/2026/itaku/green/midorihana.html,L1,1,2026-09-01,募集中
A,展示・出展関連,市|横浜,展示会・出展,【第１期申請受付中】【中東情勢の変化や米国の関税措置等による影響を受ける市内中小企業が対象】展示会出展費用助成金の募集を開始します,https://www.city.yokohama.lg.jp/business/kigyoshien/keieishien/kaihatsu/tenjikai/tennjikaijyosei.html,L2,1,,締切不明
A,イベント企画運営,市|神戸,海外展開/イベント運営,国際女性デーイベント「BE YOU in KOBE」企画運営業務【事業者募集】,https://www.city.kobe.lg.jp/a38629/sdgs/jigyoussya_bosyu_beyou.html,L1,1,2026-08-05,締切超過
A,国内展示会・物産展の企画運営,市|高知,展示会・出展/工芸・地域産品,【事業者募集】れんけいこうち大物産展 土佐の豊穣祭inとさのさと,https://www.city.kochi.kochi.jp/soshiki/204/tosanohojosai.html,L1,1,,締切不明
A,国内展示会・物産展の企画運営,市|高知,展示会・出展/工芸・地域産品,関西圏での外商促進に係る物産展等開催運営業務公募型プロポーザルに関する質疑について,https://www.city.kochi.kochi.jp/soshiki/204/kansaishitsugi.html,L2,1,,締切不明
A,国内展示会・物産展の企画運営,市|高知,展示会・出展/工芸・地域産品,関西圏での外商促進に係る物産展等開催運営業務公募型プロポーザルの実施について,https://www.city.kochi.kochi.jp/soshiki/204/kansaikensijyoutyousa.html,L2,1,,締切不明
A,展示・出展関連,市|鹿児島,,鹿児島市児童相談所（仮称）什器等整備支援業務委託契約に係る企画提案競技（選定結果）,https://www.city.kagoshima.lg.jp/kodomoshien/jisoujyuki/kokuji.html,L1,1,,過年度（次回予測用）
A,展示・出展関連,県|兵庫県,展示会・出展,「ひょうごフィールドパビリオンエクスカーション型磨き上げ業務」に係る公募型プロポーザルの実施,https://web.pref.hyogo.lg.jp/kk08/press/20260826.html,L2,1,,締切不明
A,海外向けプロモーション,県|兵庫県,海外展開/プロモーション,阪神北インバウンド向けWebプロモーション業務企画提案コンペの実施,https://web.pref.hyogo.lg.jp/hnk02/press/webpromotion.html,L2,1,2026-08-06,締切超過
A,イベント企画運営,県|大分県,プロモーション/イベント運営,【審査結果】令和８年度大分県介護の魅力発信事業（イベント開催）に係る企画提案の公募について,https://www.pref.oita.jp/site/790/2026-kaigoevent.html,L2,1,2026-07-17,過年度（次回予測用）
A,国内展示会・物産展の企画運営,県|宮城県,展示会・出展/工芸・地域産品,【募集を締め切りました】「令和7年度OMO物産展」の出品事業者募集について,https://www.pref.miyagi.jp/soshiki/syokushin/omo_bussanten2025.html,L2,1,2025-08-07,締切超過
A,展示・出展関連,県|宮崎県,展示会・出展,令和8年度看護師等確保に向けた県内医療機関就職促進フェア事業実施業務委託に係る企画提案競技の結果について,https://www.pref.miyazaki.lg.jp/iryoseisaku/kense/chotatsu/20260611160004.html,L1,1,,過年度（次回予測用）
A,イベント企画運営,県|宮崎県,プロモーション/イベント運営,新宿地区における「ナッシーリゾートin宮崎」PRイベント開催業務委託企画提案競技の結果について,https://www.pref.miyazaki.lg.jp/desaki/kense/chotatsu/tokyojimusyo/20251009132455.html,L1,1,,過年度（次回予測用）
A,イベント企画運営,県|宮崎県,プロモーション/イベント運営,首都圏における「行きたくなる宮崎へ」PRイベント開催業務委託に係る企画提案競技の結果について,https://www.pref.miyazaki.lg.jp/desaki/kense/chotatsu/tokyojimusyo/20251024112444.html,L1,1,,過年度（次回予測用）
A,展示・出展関連,県|宮崎県,,【仕様書変更】什器等の賃貸借及び保守に係る一般競争入札（条件付）について,https://www.pref.miyazaki.lg.jp/kyogi-shikiten/kense/chotatsu/20260206160819.html,L1,1,2027-11-30,募集中
A,イベント企画運営,県|富山県,工芸・地域産品/イベント運営,第46回富山県伝統的工芸品展開催事業業務委託に係る公募型プロポーザルの審査結果について,https://www.pref.toyama.jp/130002/sangyou/kenten2026kekka.html,L1,1,,過年度（次回予測用）
A,展示・出展関連,県|富山県,展示会・出展,「正社員求職お仕事フェア事業」実施業務委託に係る公募型プロポーザルの審査結果について,https://www.pref.toyama.jp/130321/puropo/r8oshigotofea.html,L1,1,,過年度（次回予測用）
A,海外向けプロモーション,県|岡山県,海外展開/プロモーション,令和８年度ＳＮＳ広告等を活用したインバウンド向け情報発信業務に係る公募型プロポーザル（技術提案）,https://www.pref.okayama.jp/site/321/1047308.html,L2,1,,締切不明
A,展示・出展関連,県|岡山県,展示会・出展,保育の魅力発見フェア企画運営業務委託 公募型プロポーザル（技術提案）,https://www.pref.okayama.jp/site/321/983978.html,L2,1,,締切不明
A,展示・出展関連,県|岩手県,展示会・出展,「令和8年度県主催移住フェア企画運営業務」企画提案選考委員会の結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1097088.html,L1,1,,過年度（次回予測用）
A,国内展示会・物産展の企画運営,県|岩手県,展示会・出展/プロモーション/イベント運営,令和7年度台湾現地PRイベント出展業務に係る企画提案審査結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1090466.html,L1,2,,過年度（次回予測用）
A,展示・出展関連,県|岩手県,展示会・出展,「タイFITフェア出展・運営」業務企画提案審査の結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1090394.html,L1,1,,過年度（次回予測用）
A,展示・出展関連,県|岩手県,展示会・出展,令和7年度「東京インターナショナル・ギフト・ショー出展支援企画運営業務」の企画提案審査結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1086475.html,L1,3,,過年度（次回予測用）
A,国内展示会・物産展の企画運営,県|岩手県,展示会・出展/工芸・地域産品,令和7年度県産農林水産物のレストランフェア等企画運営業務に係る企画提案選考委員会の審査結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1085878.html,L1,3,,過年度（次回予測用）
A,展示・出展関連,県|岩手県,展示会・出展,「2024 Japanese Food Expo in ニューヨーク」出展支援業務企画提案選考委員会の審査結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1077005.html,L1,1,,過年度（次回予測用）
A,展示・出展関連,県|岩手県,展示会・出展,「ニューヨーク トラベル＆アドベンチャーショー2025 出展業務」に係る企画提案選考委員会の審査結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1076281.html,L1,1,,過年度（次回予測用）
A,国内展示会・物産展の企画運営,県|岩手県,展示会・出展/プロモーション/イベント運営,令和5年度台湾現地PRイベント出展業務に係る企画提案の審査結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1066764.html,L1,1,,過年度（次回予測用）
A,イベント企画運営,県|岩手県,プロモーション/イベント運営,令和6年度盛岡広域くらしの魅力発信イベント及び移住相談会企画運営業務に係る企画提案選考委員会の審査結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1074625.html,L1,1,,過年度（次回予測用）
A,展示・出展関連,県|岩手県,展示会・出展,令和5年度県主催移住フェア企画運営業務委託に係る企画提案審査の結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1064787.html,L1,1,,過年度（次回予測用）
A,国内展示会・物産展の企画運営,県|岩手県,展示会・出展/工芸・地域産品/イベント運営,令和4年度「もりおか広域食の商談会・工芸展示商談会、工房見学会」開催事業企画運営業務に係る企画提案審査の結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1059246.html,L1,1,,過年度（次回予測用）
A,海外向けプロモーション,県|岩手県,海外展開/プロモーション,令和3年度いわてインバウンド総合プロモーション業務（台湾市場、香港市場）に係る企画提案審査結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1045584.html,L1,1,,過年度（次回予測用）
A,海外向けプロモーション,県|岩手県,海外展開/プロモーション,令和3年度いわてインバウンド総合プロモーション業務（中国市場、アセアン市場）に係る企画提案審査結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1045455.html,L1,1,,過年度（次回予測用）
A,海外向けプロモーション,県|岩手県,海外展開/プロモーション,令和3年度いわてインバウンド総合プロモーション業務（韓国市場）に係る企画提案審査結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1045443.html,L1,1,,過年度（次回予測用）
A,国内展示会・物産展の企画運営,県|岩手県,展示会・出展/工芸・地域産品,県産農林水産物のレストランフェア等企画運営業務企画提案選考委員会の審査結果について,https://www.pref.iwate.jp/kensei/nyuusatsu/compe/kekka/1042536.html,L1,1,,過年度（次回予測用）
A,展示・出展関連,県|愛媛県,展示会・出展,【審査結果掲載】第36回全国産業教育フェア佐賀大会視察に係る宿泊・輸送等計画作成業務の公募型プロポーザルの実施について,https://www.pref.ehime.jp/site/nyusatsu/150948.html,L1,1,2026-11-30,募集中
A,展示・出展関連,県|愛媛県,展示会・出展,第37回全国産業教育フェア愛媛大会公式Webページ作成業務委託公募型プロポーザルの実施について,https://www.pref.ehime.jp/site/nyusatsu/154692.html,L2,1,2026-08-28,募集中
A,展示・出展関連,県|愛媛県,展示会・出展,令和8年度「えひめ防災フェア運営業務」に係る企画提案の募集について,https://www.pref.ehime.jp/site/nyusatsu/154775.html,L2,1,2026-08-28,募集中
A,展示・出展関連,県|栃木県,展示会・出展/観光・誘客,令和８(2026)年度栃木県観光情報商談会運営等業務委託公募型プロポーザルの審査結果について,https://www.pref.tochigi.lg.jp/f05/kanko/kanko/2026shodankekka.html,L2,1,,過年度（次回予測用）
A,展示・出展関連,県|栃木県,展示会・出展/観光・誘客,令和８(2026)年度栃木県観光情報商談会運営等業務委託公募型プロポーザルに係る質問内容及び回答について,https://www.pref.tochigi.lg.jp/f05/kanko/kanko/2026shodan_shitsumon.html,L2,1,,締切不明
A,展示・出展関連,県|栃木県,展示会・出展/観光・誘客,令和８(2026)年度栃木県観光情報商談会運営等業務公募型プロポーザルの実施について,https://www.pref.tochigi.lg.jp/f05/kanko/kanko/2026shodan.html,L2,1,,締切不明
A,展示・出展関連,県|栃木県,展示会・出展,令和8(2026)年度「オールとちぎ移住・しごとフェア」業務委託公募型プロポーザルの実施結果について,https://www.pref.tochigi.lg.jp/a03/nyuusatu/alltochigi202602.html,L2,1,,過年度（次回予測用）
A,展示・出展関連,県|福島県,展示会・出展,【審査結果】エンジンフォーラム神戸2026商談会出展支援事業業務企画提案競争実施のご案内,https://www.pref.fukushima.lg.jp/sec/32021f/r8engene.html,L2,1,,過年度（次回予測用）
A,海外向けプロモーション,県|群馬県,海外展開/プロモーション,公募型プロポーザル結果の公表（令和8年度多言語情報発信事業及び海外インフルエンサー等招請事業）,https://www.pref.gunma.jp/site/nyuusatsu/771797.html,L1,1,,過年度（次回予測用）
A,国内展示会・物産展の企画運営,県|鹿児島県,展示会・出展/工芸・地域産品,「和牛日本一鹿児島」プロジェクトに係るホテル・レストランフェアと連動した県産和牛のＰＲ業務委託に係る企画提案の募集,https://www.pref.kagoshima.jp/ag07/r8preevent.html,L1,1,,締切不明
A,海外向けプロモーション,県|鹿児島県,海外展開/プロモーション,鹿児島県インバウンドプロモーション動画制作業務委託に係る企画提案について,https://www.pref.kagoshima.jp/af08/kaigaiyuchi/dougaseisaku.html,L1,1,2027-03-26,募集中
A,国内展示会・物産展の企画運営,県|鹿児島県,展示会・出展/工芸・地域産品/観光・誘客/イベント運営,【募集終了しました】大隅観光・特産品ＰＲ事業（観光・特産品フェア開催事業）業務委託に係る企画提案を募集します！！,https://www.pref.kagoshima.jp/ao01/oosumifea.html,L1,1,2027-03-12,募集中
A,国内展示会・物産展の企画運営,県|鹿児島県,展示会・出展/工芸・地域産品/プロモーション/観光・誘客/イベント運営,【募集終了しました】大隅観光・特産品PR事業（商談会等開催事業）業務委託に係る企画提案を募集します！！,https://www.pref.kagoshima.jp/ao01/r8_osumi_tokusanhin_shoudankai.html,L1,1,2027-02-26,募集中
A,海外向けプロモーション,県|鹿児島県,海外展開/プロモーション,「令和８年度鹿児島空港国際線アウトバウンドプロモーション業務」に係る企画提案を募集します,https://www.pref.kagoshima.jp/ac08/kagoshima_go_abroad.html,L1,1,,締切不明
A,海外向けプロモーション,県|鹿児島県,海外展開/プロモーション,国内在住外国人等インフルエンサーを活用した欧米豪市場向け情報発信業務委託に係る企画提案について,https://www.pref.kagoshima.jp/af08/kaigaiyuchi/influencer/001.html,L1,1,,締切不明
A,国内展示会・物産展の企画運営,県|鹿児島県,展示会・出展/工芸・地域産品,【出展事業者募集】「食の宝庫」おおすみ特産品商談会2026を開催いたします！,https://www.pref.kagoshima.jp/ao01/osumi_tokusanhin_shoudankai.html,L2,1,2026-09-09,募集中
