検出日,発注機関,都道府県,分類,tier,関連度,一致語,案件名,URL,調達ページ,ドメイン
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和8年度アントレプレナーシップ教育プログラム運営業務に係る公募型プロポーザルの実施について（令和8年2月17日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果を掲載しました】令和8年度WAKAYAMA外国人材雇用サポートデスク運営業務に係る公募型プロポーザルの実施について（令和8年2月12日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,デザイン,【審査結果を掲載しました】令和7年度和歌山県ワーケーションチラシデザイン業務委託に係る企画提案コンペティションの実施について（令和7年12月25日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和7年度「わかやま交流フェア」企画運営業務委託に係る公募型プロポーザルの選定結果について（令和7年10月9日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和7年度「わかやま交流フェア」企画運営業務委託に係る公募型プロポーザルの実施について（令和7年9月11日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,【審査結果を掲載しました】「和歌山県総合計画」本編冊子・プロモーション動画制作業務公募型プロポーザルの実施について（令和7年9月1日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果の公表】「次世代デジタルビルダーズ・ワークショップ」運営業務委託に係る公募型プロポーザルの実施について（令和7年8月4日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,令和7年度紀伊半島移住プロモーション事業業務委託に係る公募型プロポーザルの実施について（令和7年6月17日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果を掲載しました】人と繋がる関係人口創出プラットフォーム「わかやまFUNBASE」構築運営業務委託に係る公募型プロポーザルの実施について（令和7年5月28日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和7年度デジタルリテラシー・デジタルスキル標準習得講習企画運営業務に係る公募型プロポーザルの実施（令和7年5月1日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和7年度ローカル・ゼブラ企業成長ネットワーク運営業務プロポーザルに係る選定結果について（令和7年4月22日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,「令和7年度わかやま移住プロモーション事業」業務委託プロポーザルの選定結果について（令和7年3月21日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,令和7年度わかやま移住プロモーション事業業務委託プロポーザルに係る公募について（令和7年2月28日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果を掲載しました】「わかやま移住定住支援センター運営事業」業務委託プロポーザルに係る公募について（令和7年1月28日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,文化,【審査結果】和歌山県文化振興事業（令和7年度～令和9年度）の募集について（令和7年1月22日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和6年度デジタル技術講習（産業用ロボット）企画運営業務委託に係る企画コンペティションの実施（令和6年7月16日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果掲載しました】令和6年度わかやま洋上風力検討会運営業務に係る公募型プロポーザルの実施について（令和6年7月12日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,和歌山県新総合計画策定に係る「2040年の和歌山を語る会（熟議）」運営業務公募型プロポーザルの実施について（令和6年7月5日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和6年度「eスポーツわかやま推進プロジェクト」運営業務委託に係る公募型プロポーザル審査会の選定結果について（令和6年5月24日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果掲載しました】「令和6年度和歌山県デジタル人材育成研修企画・運営業務」公募型プロポーザル（令和6年3月29日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,デザイン,令和6年度デザイン経営価値共創支援業務委託に係る公募型プロポーザルに係る選定結果について（令和6年3月29日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和6年度和歌山県デジタルマーケティング講習企画運営業務に係る企画提案コンペティションの結果について（令和6年3月27日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,令和5年度和歌山県移住プロモーション動画等制作業務委託プロポーザルの実施結果について（令和5年10月3日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,令和5年度和歌山県移住プロモーション動画等制作業務委託プロポーザルに係る公募について（令和5年9月19日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,「和歌山県デジタル人材育成研修企画・運営業務」公募型プロポーザル（令和5年4月24日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和5年度DXオンライン入門講習企画運営業務委託にかかる公募型プロポーザルの実施について（令和5年3月30日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,「令和5年度わかやま移住プロモーション事業」業務委託プロポーザルの実施結果について（令和5年3月22日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,「ふるさと祭り東京2023」和歌山県ブース等企画運営業務委託事業者プロポーザルの実施について（令和4年9月7日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,「令和4年度わかやま移住プロモーション事業」業務委託プロポーザルの実施結果について（令和4年3月24日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,和歌山県移住・地域おこし協力隊プロモーション動画等制作業務プロポーザルの実施結果について（令和4年3月24日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,【3月4日 質問に対する回答を掲載】「令和4年度わかやま移住プロモーション事業」業務委託プロポーザルに係る公募について（令和4年3月4日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,和歌山県移住・地域おこし協力隊プロモーション動画等制作業務プロポーザルに係る公募について（令和4年2月24日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,「わかやま移住定住支援センター運営事業」業務委託プロポーザルに係る公募について（説明会資料の追加）（令和4年2月22日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和3年度和歌山県企業誘致・転職なき移住フォーラムin東京運営業務委託にかかる（条件付き）一般競争入札の実施について（令和3年10月11日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,「ダイエット＆ビューティーフェア2021」和歌山県ブース等企画運営業務委託事業者プロポーザルの実施について（令和3年6月9日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和3年度販促ツール活用促進セミナー企画運営業務委託に係る公募型プロポーザルの結果について（令和3年4月7日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和3年度システム導入促進講座企画運営業務委託に係る公募型プロポーザルの結果について（令和3年4月7日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,『高野山・熊野を愛する100人の会』運営等委託業務に係るプロポーザルの実施について（令和3年2月26日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,観光,「消費拡大に向けた着地型周遊観光促進データマーケティング支援業務委託」に係るプロポーザルの実施について（令和2年9月3日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,県民リフレッシュプラン販売促進事務局運営等業務にかかるプロポーザルの実施について（令和2年6月3日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,「ふるさと祭り東京2020」和歌山県ブース等企画運営業務委託事業者プロポーザルの実施について（令和1年7月23日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,「ふるさと祭り東京2019」和歌山県ブース等企画運営業務委託事業者コンペティションの審査結果について（平成30年9月5日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,平成30年度「紀伊半島移住プロモーション事業」業務委託に係る企画提案募集について（平成30年7月17日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,宮城県庁,宮城,自治体本体（都道府県）,tier_a,1,運営,「令和8年度出張型ワークショップ運営業務」の企画提案募集について,https://www.pref.miyagi.jp/soshiki/oksgsin-e/2026workshop.html,https://www.pref.miyagi.jp/life/8/40/,pref.miyagi.jp
2026-08-21,宮城県庁,宮城,自治体本体（都道府県）,tier_a,1,運営,半導体「業界研究」オープンセミナー企画運営業務の企画提案を募集します,https://www.pref.miyagi.jp/soshiki/semicon/openseminar.html,https://www.pref.miyagi.jp/life/8/40/,pref.miyagi.jp
2026-08-21,宮城県庁,宮城,自治体本体（都道府県）,tier_a,1,海外,令和8年度宮城県産食品の海外新市場開拓業務の企画提案を募集します,https://www.pref.miyagi.jp/soshiki/kokusaibiz/mexico.html,https://www.pref.miyagi.jp/life/8/40/,pref.miyagi.jp
2026-08-21,宮城県庁,宮城,自治体本体（都道府県）,tier_a,1,運営,【選定結果公表】「令和7年度仙南圏域移住及び二地域居住体験ツアー運営業務」の企画提案募集について,https://www.pref.miyagi.jp/soshiki/oksgsin-e/r7-sennankenikiijuuoyobinichiikikyojuutaikentour.html,https://www.pref.miyagi.jp/life/8/40/,pref.miyagi.jp
2026-08-21,宮城県庁,宮城,自治体本体（都道府県）,tier_a,1,輸出,令和7年度宮城県産青果物の輸出拡大促進業務の企画提案を募集します（選定結果を公表しました）,https://www.pref.miyagi.jp/soshiki/kokusaibiz/r7seikabutu.html,https://www.pref.miyagi.jp/life/8/40/,pref.miyagi.jp
2026-08-21,宮城県庁,宮城,自治体本体（都道府県）,tier_a,1,運営,人口減少・少子化等地域対策強化事業「令和6年度仙南地域における新たな関係人口創出プログラムの企画・運営業務」の企画提案を募集します,https://www.pref.miyagi.jp/soshiki/oksgsin-e/r6-kankeijinnkousousyutupuroguramu.html,https://www.pref.miyagi.jp/life/8/40/,pref.miyagi.jp
2026-08-21,宮城県庁,宮城,自治体本体（都道府県）,tier_a,1,運営,人口減少・少子化等地域対策強化事業「仙南地域における新たな関係人口創出プログラムの企画・運営業務」の企画提案を募集します,https://www.pref.miyagi.jp/soshiki/oksgsin-e/r5-kankeijinkousousyutupuroguramu.html,https://www.pref.miyagi.jp/life/8/40/,pref.miyagi.jp
2026-08-21,山形県庁,山形,自治体本体（都道府県）,tier_a,1,運営,令和８年度やまがた農業ビジネス塾運営業務委託に係る企画提案の募集,https://www.pref.yamagata.jp/144014/daigaku/yamagataagriculturalbusinessschool.html,https://www.pref.yamagata.jp/kensei/nyuusatsujouhou/nyuusatsujouhou/proposal/index.html,pref.yamagata.jp
2026-08-21,山形県庁,山形,自治体本体（都道府県）,tier_a,1,県産品,【産業労働部県産品・貿易振興課】ポータルサイトを活用した山形県産品情報発信業務委託に係る企画提案の募集について（参加表明書期限：令和8年4月24日、企画提案書期限：令和8年5月7日,https://www.pref.yamagata.jp/110010/sangyo/sangyoushinkou/proposal/2026_portalsite.html,https://www.pref.yamagata.jp/kensei/nyuusatsujouhou/nyuusatsujouhou/proposal/index.html,pref.yamagata.jp
2026-08-21,山形県庁,山形,自治体本体（都道府県）,tier_a,1,催事,【環境エネルギー部環境企画課】令和8年度省エネ住宅普及啓発セミナー開催事業業務委託に係る企画提案の募集（参加申込期限3月23日、企画提出期限3月30日）,https://www.pref.yamagata.jp/050015/2026shoene_seminar.html,https://www.pref.yamagata.jp/kensei/nyuusatsujouhou/nyuusatsujouhou/proposal/index.html,pref.yamagata.jp
2026-08-21,山形県庁,山形,自治体本体（都道府県）,tier_a,1,デザイン,【しあわせ子育て応援部しあわせ子育て政策課】若手社会人ライフデザイン形成支援・男性家事育児参画促進事業業務委託に係る企画提案の募集（参加申込期限5月30日、企画提案提出期限6月13日））,https://www.pref.yamagata.jp/010003/kenfuku/kosodate/lifedesign_kajiikujishare2025.html,https://www.pref.yamagata.jp/kensei/nyuusatsujouhou/nyuusatsujouhou/proposal/index.html,pref.yamagata.jp
2026-08-21,山形県庁,山形,自治体本体（都道府県）,tier_a,1,運営,【県土整備部都市計画課】第77回都市計画全国大会企画運営等業務委託に係る公募型プロポーザルについて（参加申込期限：５月１日、企画提案提出期限：５月15日）,https://www.pref.yamagata.jp/180019/toshikei/250501_puropo.html,https://www.pref.yamagata.jp/kensei/nyuusatsujouhou/nyuusatsujouhou/proposal/index.html,pref.yamagata.jp
2026-08-21,徳島県庁,徳島,自治体本体（都道府県）,tier_a,1,文化,条件付き一般競争入札「徳島県文化の森総所蔵資料デジタル化業務」の入札結果について,https://www.pref.tokushima.lg.jp/ippannokata/nyusatsu/itaku/7315611/,https://pref.tokushima.lg.jp/ippannokata/nyusatsu/,pref.tokushima.lg.jp
2026-08-21,滋賀県庁,滋賀,自治体本体（都道府県）,tier_a,1,運営,公募型プロポーザルの公告（G3オールレディース競走イベント企画運営業務）,https://www.pref.shiga.lg.jp/zigyousya/nyusatsubaikyaku/itaku/352044.html,https://www.pref.shiga.lg.jp/zigyousya/nyusatsubaikyaku/,pref.shiga.lg.jp
2026-08-21,滋賀県庁,滋賀,自治体本体（都道府県）,tier_a,1,運営,公募型プロポーザルの公告（開設74周年G1びわこ大賞イベント等企画運営業務）,https://www.pref.shiga.lg.jp/zigyousya/nyusatsubaikyaku/itaku/351956.html,https://www.pref.shiga.lg.jp/zigyousya/nyusatsubaikyaku/,pref.shiga.lg.jp
2026-08-21,福岡県庁,福岡,自治体本体（都道府県）,tier_a,1,運営,【企画提案公募】新福岡県立美術館のレストラン・カフェ・ミュージアムショップの運営事業者を募集します,https://www.pref.fukuoka.lg.jp/bid-info/shinkenbi-rcm.html,https://www.pref.fukuoka.lg.jp/bid/,pref.fukuoka.lg.jp
2026-08-21,福岡県庁,福岡,自治体本体（都道府県）,tier_a,1,観光,「日韓相互誘客ＦＡＭツアー事業」業務委託にかかる企画提案公募について【日韓海峡沿岸広域観光協議会】,https://www.pref.fukuoka.lg.jp/bid-info/japan-korea-strait8.html,https://www.pref.fukuoka.lg.jp/bid/,pref.fukuoka.lg.jp
2026-08-21,高知県庁,高知,自治体本体（都道府県）,tier_a,1,文化,よさこい高知文化祭２０２６文化芸術体感型シンポジウム実施事業委託業務に関する質疑と回答について,https://www.pref.kochi.lg.jp/doc/2025080800041/,https://www.pref.kochi.lg.jp/category/bunya/shigoto_sangyo/nyusatsujoho/,pref.kochi.lg.jp
2026-08-21,鳥取県庁,鳥取,自治体本体（都道府県）,tier_a,1,運営,【調達公告】鳥取県立厚生病院における売店等運営事業者の公募,https://www.pref.tottori.lg.jp/item/1414142.htm#itemid1414142,https://www.pref.tottori.lg.jp/,pref.tottori.lg.jp
2026-08-21,鳥取県庁,鳥取,自治体本体（都道府県）,tier_a,1,デザイン,PCデザイン科（イラストレーター＆フォトショップ）（東部）（在職者対象）【受講生募集】産業人材育成センター倉吉校,https://www.pref.tottori.lg.jp/273831.htm,https://www.pref.tottori.lg.jp/,pref.tottori.lg.jp
2026-08-21,（公財）堺市産業振興センター,,都道府県等中小企業支援センター,tier_a,1,出展,2026.8.12 募集 第12回ものづくりワールド名古屋 機械要素技術展 共同出展企業の募集について NEW,https://www.sakai-ipc.jp/apply/%e7%ac%ac12%e5%9b%9e%e3%82%82%e3%81%ae%e3%81%a5%e3%81%8f%e3%82%8a%e3%83%af%e3%83%bc%e3%83%ab%e3%83%89%e5%90%8d%e5%8f%a4%e5%b1%8b%e3%80%80%e6%a9%9f%e6%a2%b0%e8%a6%81%e7%b4%a0%e6%8a%80%e8%a1%93%e5%b1%95/,https://www.sakai-ipc.jp/#navLinkPopup02,sakai-ipc.jp
2026-08-21,（公財）三重県産業支援センター,三重,都道府県等中小企業支援センター,tier_a,1,海外,令和８年度海外ビジネス展開支援補助金を交付決定しました。,http://www.miesc.or.jp/support/contents/1584/,http://www.miesc.or.jp/#jmp_compe,miesc.or.jp
2026-08-21,（公財）三重県産業支援センター,三重,都道府県等中小企業支援センター,tier_a,1,輸出,【参加者募集】食品輸出の「心構え」・商談スキルアップセミナーを開催します！,http://www.miesc.or.jp/support/contents/1579/,http://www.miesc.or.jp/#jmp_compe,miesc.or.jp
2026-08-21,（公財）さいたま市産業創造財団,埼玉,都道府県等中小企業支援センター,tier_a,1,デザイン,【募集】ブランディングデザインプログラム2026 参加企業募集,https://www.sozo-saitama.or.jp/topic/branding-design/,http://www.sozo-saitama.or.jp/#yushi,sozo-saitama.or.jp
2026-08-21,（公財）さいたま市産業創造財団,埼玉,都道府県等中小企業支援センター,tier_a,1,海外,【募集終了】「グローバル顧客価値向上補助金」のご案内 ～海外現地調査支援～,https://www.sozo-saitama.or.jp/topic/globalfs/,http://www.sozo-saitama.or.jp/#yushi,sozo-saitama.or.jp
2026-08-21,（公財）いわて産業振興センター,岩手,都道府県等中小企業支援センター,tier_a,1,文化,【公募】令和8年度岩手県文化芸術コーディネーター業務に係る受託希望者の公募について（県北広域振興圏（二戸地域））,https://www.pref.iwate.jp/kensei/nyuusatsu/1010807/1095083.html,https://www.pref.iwate.jp/kensei/nyuusatsu/1010807/1066780.html,joho-iwate.or.jp
2026-08-21,（公財）いわて産業振興センター,岩手,都道府県等中小企業支援センター,tier_a,1,文化,【公募】令和8年度岩手県文化芸術コーディネーター業務に係る受託希望者の公募について（県北広域振興圏（久慈地域））,https://www.pref.iwate.jp/kensei/nyuusatsu/1010807/1095082.html,https://www.pref.iwate.jp/kensei/nyuusatsu/1010807/1066780.html,joho-iwate.or.jp
2026-08-21,（公財）いわて産業振興センター,岩手,都道府県等中小企業支援センター,tier_a,1,文化,【公募】令和8年度岩手県文化芸術コーディネーター業務に係る受託希望者の公募について（沿岸広域振興圏）,https://www.pref.iwate.jp/kensei/nyuusatsu/1010807/1095080.html,https://www.pref.iwate.jp/kensei/nyuusatsu/1010807/1066780.html,joho-iwate.or.jp
2026-08-21,（公財）いわて産業振興センター,岩手,都道府県等中小企業支援センター,tier_a,1,文化,【公募】令和8年度岩手県文化芸術コーディネーター業務に係る受託希望者の公募について（県南広域振興圏）,https://www.pref.iwate.jp/kensei/nyuusatsu/1010807/1095079.html,https://www.pref.iwate.jp/kensei/nyuusatsu/1010807/1066780.html,joho-iwate.or.jp
2026-08-21,（公財）いわて産業振興センター,岩手,都道府県等中小企業支援センター,tier_a,1,文化,【公募】令和8年度岩手県文化芸術コーディネーター業務に係る受託希望者の公募について（県央広域振興圏）,https://www.pref.iwate.jp/kensei/nyuusatsu/1010807/1095077.html,https://www.pref.iwate.jp/kensei/nyuusatsu/1010807/1066780.html,joho-iwate.or.jp
2026-08-21,（公財）いわて産業振興センター,岩手,都道府県等中小企業支援センター,tier_a,1,運営,NPO活動交流センター管理運営業務に係る公募型プロポーザルの実施について,https://www.pref.iwate.jp/kensei/nyuusatsu/1010807/1080482.html,https://www.pref.iwate.jp/kensei/nyuusatsu/1010807/1066780.html,joho-iwate.or.jp
2026-08-21,（公財）いわて産業振興センター,岩手,都道府県等中小企業支援センター,tier_a,1,運営,【公募】令和7年度いわて被災者支援センター運営業務委託に係る契約希望者の公募について,https://www.pref.iwate.jp/kensei/nyuusatsu/1010807/1071297.html,https://www.pref.iwate.jp/kensei/nyuusatsu/1010807/1066780.html,joho-iwate.or.jp
2026-08-21,（公財）いわて産業振興センター,岩手,都道府県等中小企業支援センター,tier_a,1,文化,【沿岸広域振興局で行うイベントのみ再募集】令和3年度若者文化振興事業費補助金対象事業の募集について,https://www.pref.iwate.jp/kensei/nyuusatsu/1010807/1044176.html,https://www.pref.iwate.jp/kensei/nyuusatsu/1010807/1066780.html,joho-iwate.or.jp
2026-08-21,（公財）にいがた産業創造機構,新潟,都道府県等中小企業支援センター,tier_a,1,デザイン,更新 2026年07月13日 令和8年度：ニイガタIDSデザインコンペティション2027 印刷物の制作に関する委託先公募＜質問に対する回答＞,https://www.nico.or.jp/nyusatsu/88087/,https://www.nico.or.jp/newslist_1/?c=nyusatsu,nico.or.jp
2026-08-21,（公財）にいがた産業創造機構,新潟,都道府県等中小企業支援センター,tier_a,1,デザイン,受付終了 2026年07月01日 令和8年度：ニイガタIDSデザインコンペティション2027 印刷物の制作に関する委託先公募の実施について 受付終了しました。,https://www.nico.or.jp/nyusatsu/87814/,https://www.nico.or.jp/newslist_1/?c=nyusatsu,nico.or.jp
