検出日,発注機関,都道府県,分類,tier,関連度,一致語,案件名,URL,調達ページ,ドメイン
2026-08-21,熊本市,熊本,自治体本体（政令市）,tier_a,1,観光,【入札関係】老朽化等に伴う観光案内サイン撤去業務委託,https://www.city.kumamoto.jp/kiji00372522/index.html,http://www.city.kumamoto.jp/list04195.html,city.kumamoto.jp
2026-08-21,熊本市,熊本,自治体本体（政令市）,tier_a,1,文化,【入札関係】ふれあい文化センタートイレ洋式化一部改修業務委託に係る条件付一般競争入札について,https://www.city.kumamoto.jp/kiji00371949/index.html,http://www.city.kumamoto.jp/list04195.html,city.kumamoto.jp
2026-08-21,川崎市,神奈川,自治体本体（政令市）,tier_a,1,文化,川崎市振り仮名センター会計年度任用職員の募集（市民文化局市民生活部戸籍住民サービス課）市政情報新着,https://www.city.kawasaki.jp/170/page/0000189360.html,https://www.city.kawasaki.jp/main/collect/curr.html,city.kawasaki.jp
2026-08-21,川崎市,神奈川,自治体本体（政令市）,tier_a,1,文化,会計年度任用職員（川崎市マイナンバーカードセンター）の募集（市民文化局戸籍住民サービス課）市政情報新着,https://www.city.kawasaki.jp/170/page/0000189292.html,https://www.city.kawasaki.jp/main/collect/curr.html,city.kawasaki.jp
2026-08-21,川崎市,神奈川,自治体本体（政令市）,tier_a,1,運営,会計年度任用職員（保育園保育士）の募集（こども未来局保育・子育て推進部 運営管理・子育て支援担当）市政情報新着,https://www.city.kawasaki.jp/170/page/0000186017.html,https://www.city.kawasaki.jp/main/collect/curr.html,city.kawasaki.jp
2026-08-21,川崎市,神奈川,自治体本体（政令市）,tier_a,1,運営,かわさき区子育てフェスタ2026運営ボランティアを募集します！川崎区新着,https://www.city.kawasaki.jp/kawasaki/page/0000180514.html,https://www.city.kawasaki.jp/main/collect/curr.html,city.kawasaki.jp
2026-08-21,川崎市,神奈川,自治体本体（政令市）,tier_a,1,文化,令和8年度教育文化会館市民自主企画事業「川崎と沖縄のつながりを知ろう」参加者募集川崎区,https://www.city.kawasaki.jp/kawasaki/page/0000188167.html,https://www.city.kawasaki.jp/main/collect/curr.html,city.kawasaki.jp
2026-08-21,福岡市,福岡,自治体本体（政令市）,tier_a,1,観光,「令和８年度観光と市民生活調和促進のためのスマート観光推進及びマナー啓発事業業務委託」に関する提案競技の選定結果について 2026年8月21日,https://www.city.fukuoka.lg.jp/keizai/kankou-s/business/kanko_smart_manners_2026_kekka.html,https://www.city.fukuoka.lg.jp/business/keiyaku-kobo/index.html,city.fukuoka.lg.jp
2026-08-21,京都庁,京都,自治体本体（都道府県）,tier_a,1,運営,カナダ・ケベック州友好提携10周年記念事業運営業務に係る一般競争入札を実施します,https://www.pref.kyoto.jp/hisho/kokusai/news/quebec_10th_anniversary.html,https://www.pref.kyoto.jp/shinchaku/nyusatsu/index.html,pref.kyoto.jp
2026-08-21,京都庁,京都,自治体本体（都道府県）,tier_a,1,運営,令和8年度京の都恋プロジェクトイベント企画・運営等業務に係る公募型プロポーザルについて,https://www.pref.kyoto.jp/shoshi/news/r7_miyakoi_propo.html,https://www.pref.kyoto.jp/shinchaku/nyusatsu/index.html,pref.kyoto.jp
2026-08-21,京都庁,京都,自治体本体（都道府県）,tier_a,1,運営,カナダ・ケベック州友好提携10周年記念事業運営業務に係る一般競争入札を実施します（8月7日公告）,https://www.pref.kyoto.jp/shinchaku/nyusatsu/index.html,https://www.pref.kyoto.jp/shinchaku/nyusatsu/index.html,pref.kyoto.jp
2026-08-21,京都庁,京都,自治体本体（都道府県）,tier_a,1,運営,令和8年度京の都恋プロジェクトイベント企画・運営等業務に係る公募型プロポーザルについて（5月21日公告）,https://www.pref.kyoto.jp/shinchaku/nyusatsu/index.html,https://www.pref.kyoto.jp/shinchaku/nyusatsu/index.html,pref.kyoto.jp
2026-08-21,佐賀県庁,佐賀,自治体本体（都道府県）,tier_a,1,運営,「集まれ！ eスポーツパーク！」企画運営業務委託に係る企画コンペを実施します,https://www.pref.saga.lg.jp/kiji003120493/index.html,https://www.pref.saga.lg.jp/list00631.html,pref.saga.lg.jp
2026-08-21,佐賀県庁,佐賀,自治体本体（都道府県）,tier_a,1,運営,令和8年度オンライン日本語講座運営業務の委託先を決定しました,https://www.pref.saga.lg.jp/kiji003113983/index.html,https://www.pref.saga.lg.jp/list00631.html,pref.saga.lg.jp
2026-08-21,佐賀県庁,佐賀,自治体本体（都道府県）,tier_a,1,デザイン,令和8年度「SAGA未来デザイン事業」業務委託に係る公募型プロポーザルを実施します,https://www.pref.saga.lg.jp/kiji00398214/index.html,https://www.pref.saga.lg.jp/list00631.html,pref.saga.lg.jp
2026-08-21,佐賀県庁,佐賀,自治体本体（都道府県）,tier_a,1,運営,令和8年度「佐賀県外国人材雇用サポート事業」企画・運営業務委託に関する企画提案を募集します,https://www.pref.saga.lg.jp/kiji003118112/index.html,https://www.pref.saga.lg.jp/list00631.html,pref.saga.lg.jp
2026-08-21,佐賀県庁,佐賀,自治体本体（都道府県）,tier_a,1,運営,【質問に対する回答】令和7年度「1Day合同オープンカンパニー」企画・運営業務委託に係る質問書への回答について,https://www.pref.saga.lg.jp/kiji003114881/index.html,https://www.pref.saga.lg.jp/list00631.html,pref.saga.lg.jp
2026-08-21,兵庫県庁,兵庫,自治体本体（都道府県）,tier_a,1,ブランド,令和8年度東播磨「農」のブランド化推進事業（東播磨の持続可能な「農」の創造）の事業実施主体の募集,https://web.pref.hyogo.lg.jp/ehk08/r8jizokunou.html,https://web.pref.hyogo.lg.jp/kobo_boshu/index.html,web.pref.hyogo.lg.jp
2026-08-21,兵庫県庁,兵庫,自治体本体（都道府県）,tier_a,1,ブランド,令和8年度東播磨「農」のブランド化推進事業（東播磨の持続可能な「農」の創造）の事業実施主体の募集 （食・農林水産）（8月21日）,https://web.pref.hyogo.lg.jp/kobo_boshu/index.html,https://web.pref.hyogo.lg.jp/kobo_boshu/index.html,web.pref.hyogo.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,令和8年度和歌山県関係人口創出・拡大プロモーション動画制作業務委託プロポーザルに係る公募について,https://www.pref.wakayama.lg.jp/prefg/022200/d00222715.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,【審査結果を掲載しました】令和8年度紀伊半島移住プロモーション事業業務委託に係る公募型プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/022200/d00222347.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和8年度和歌山県広域物資輸送拠点開設運営マニュアル策定等支援業務に係るプロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/011900/d00222597.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,【審査結果を掲載しました】令和8年度和歌山県関係人口創出プラットフォーム「わかやまFUNBASE」プロモーション業務委託に係る公募型プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/022200/d00222191.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果掲載】「令和8年度生成AI実践講習企画運営業務」業務委託に係る公募型プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/061000/d00221861.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和8年度「出会いの場の創出事業」企画・運営業務委託プロポーザルについて,https://www.pref.wakayama.lg.jp/prefg/040200/d00222070.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果掲載しました。】令和8年度デジタルリテラシー・デジタルスキル標準習得講習企画運営業務に係る公募型プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/061000/d00221848.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果掲載しました。】令和8年度RPA・アプリ開発講習企画運営業務に係る公募型プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/061000/d00221873.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,デザイン,【審査結果を掲載しました】令和8年度デザイン経営価値共創支援業務に係る公募型プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/061000/d00221740.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果掲載しました。】令和8年度生成AIを活用した新規事業立案力講習企画運営業務に係る公募型プロポーザルの実施,https://www.pref.wakayama.lg.jp/prefg/061000/d00221691.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和8年度アントレプレナーシップ教育プログラム運営業務に係る公募型プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/061000/d00221722.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果を掲載しました】令和8年度WAKAYAMA外国人材雇用サポートデスク運営業務に係る公募型プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/060600/d00221508.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,デザイン,【審査結果を掲載しました】令和7年度和歌山県ワーケーションチラシデザイン業務委託に係る企画提案コンペティションの実施について,https://www.pref.wakayama.lg.jp/prefg/022200/d00221201.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和7年度「わかやま交流フェア」企画運営業務委託に係る公募型プロポーザルの選定結果について,https://www.pref.wakayama.lg.jp/prefg/022200/d00221002.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和7年度「わかやま交流フェア」企画運営業務委託に係る公募型プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/022200/d00220831.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,【審査結果を掲載しました】「和歌山県総合計画」本編冊子・プロモーション動画制作業務公募型プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/020100/d00220538.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果の公表】「次世代デジタルビルダーズ・ワークショップ」運営業務委託に係る公募型プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/020400/04/proposal2.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,令和7年度紀伊半島移住プロモーション事業業務委託に係る公募型プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/022200/d00220290.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果を掲載しました】人と繋がる関係人口創出プラットフォーム「わかやまFUNBASE」構築運営業務委託に係る公募型プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/022200/d00220041.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和7年度デジタルリテラシー・デジタルスキル標準習得講習企画運営業務に係る公募型プロポーザルの実施,https://www.pref.wakayama.lg.jp/prefg/061000/d00216979.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和7年度ローカル・ゼブラ企業成長ネットワーク運営業務プロポーザルに係る選定結果について,https://www.pref.wakayama.lg.jp/prefg/061000/d00219283.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,「令和7年度わかやま移住プロモーション事業」業務委託プロポーザルの選定結果について,https://www.pref.wakayama.lg.jp/prefg/022200/d00219801.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,令和7年度わかやま移住プロモーション事業業務委託プロポーザルに係る公募について,https://www.pref.wakayama.lg.jp/prefg/022200/d00219246.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果を掲載しました】「わかやま移住定住支援センター運営事業」業務委託プロポーザルに係る公募について,https://www.pref.wakayama.lg.jp/prefg/022200/d00218753.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,文化,【審査結果】和歌山県文化振興事業（令和7年度～令和9年度）の募集について,https://www.pref.wakayama.lg.jp/prefg/022100/prop/shiteikanri.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和6年度デジタル技術講習（産業用ロボット）企画運営業務委託に係る企画コンペティションの実施,https://www.pref.wakayama.lg.jp/prefg/061000/d00216982.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果掲載しました】令和6年度わかやま洋上風力検討会運営業務に係る公募型プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/063100/d00217344.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,和歌山県新総合計画策定に係る「2040年の和歌山を語る会（熟議）」運営業務公募型プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/020100/d00217520.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和6年度「eスポーツわかやま推進プロジェクト」運営業務委託に係る公募型プロポーザル審査会の選定結果について,https://www.pref.wakayama.lg.jp/prefg/020400/03/esport_proposal.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果掲載しました】「令和6年度和歌山県デジタル人材育成研修企画・運営業務」公募型プロポーザル,https://www.pref.wakayama.lg.jp/prefg/0101001/documents/d00216128.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,デザイン,令和6年度デザイン経営価値共創支援業務委託に係る公募型プロポーザルに係る選定結果について,https://www.pref.wakayama.lg.jp/prefg/061000/d00209770.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和6年度和歌山県デジタルマーケティング講習企画運営業務に係る企画提案コンペティションの結果について,https://www.pref.wakayama.lg.jp/prefg/061000/d00210130.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,令和5年度和歌山県移住プロモーション動画等制作業務委託プロポーザルの実施結果について,https://www.pref.wakayama.lg.jp/prefg/022200/d00214390.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,令和5年度和歌山県移住プロモーション動画等制作業務委託プロポーザルに係る公募について,https://www.pref.wakayama.lg.jp/prefg/022200/d00214171.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,「和歌山県デジタル人材育成研修企画・運営業務」公募型プロポーザル,https://www.pref.wakayama.lg.jp/prefg/0101001/documents/d00212701.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和5年度DXオンライン入門講習企画運営業務委託にかかる公募型プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/061000/d00209768.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,「令和5年度わかやま移住プロモーション事業」業務委託プロポーザルの実施結果について,https://www.pref.wakayama.lg.jp/prefg/022200/d00212941.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,「ふるさと祭り東京2023」和歌山県ブース等企画運営業務委託事業者プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/071700/kokunai/d00210955.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,「令和4年度わかやま移住プロモーション事業」業務委託プロポーザルの実施結果について,https://www.pref.wakayama.lg.jp/prefg/022200/d00210050.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,和歌山県移住・地域おこし協力隊プロモーション動画等制作業務プロポーザルの実施結果について,https://www.pref.wakayama.lg.jp/prefg/022200/d00210061.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,【3月4日 質問に対する回答を掲載】「令和4年度わかやま移住プロモーション事業」業務委託プロポーザルに係る公募について,https://www.pref.wakayama.lg.jp/prefg/022200/d00209767.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,和歌山県移住・地域おこし協力隊プロモーション動画等制作業務プロポーザルに係る公募について,https://www.pref.wakayama.lg.jp/prefg/022200/d00209743.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,「わかやま移住定住支援センター運営事業」業務委託プロポーザルに係る公募について（説明会資料の追加）,https://www.pref.wakayama.lg.jp/prefg/022200/d00209640.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和3年度和歌山県企業誘致・転職なき移住フォーラムin東京運営業務委託にかかる（条件付き）一般競争入札の実施について,https://www.pref.wakayama.lg.jp/prefg/062200/d00208676.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,「ダイエット＆ビューティーフェア2021」和歌山県ブース等企画運営業務委託事業者プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/071700/d00203930.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和3年度販促ツール活用促進セミナー企画運営業務委託に係る公募型プロポーザルの結果について,https://www.pref.wakayama.lg.jp/prefg/061000/d00206686.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和3年度システム導入促進講座企画運営業務委託に係る公募型プロポーザルの結果について,https://www.pref.wakayama.lg.jp/prefg/061000/d00206685.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,『高野山・熊野を愛する100人の会』運営等委託業務に係るプロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/062400/d00206771.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,観光,「消費拡大に向けた着地型周遊観光促進データマーケティング支援業務委託」に係るプロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/062500/d00205162.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,県民リフレッシュプラン販売促進事務局運営等業務にかかるプロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/062400/d00204436.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,「ふるさと祭り東京2020」和歌山県ブース等企画運営業務委託事業者プロポーザルの実施について,https://www.pref.wakayama.lg.jp/prefg/071700/kokunai/ibento/furusato/2020/d00202048.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,「ふるさと祭り東京2019」和歌山県ブース等企画運営業務委託事業者コンペティションの審査結果について,https://www.pref.wakayama.lg.jp/prefg/071700/kokunai/ibento/furusato/2019/d00156107.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,平成30年度「紀伊半島移住プロモーション事業」業務委託に係る企画提案募集について,https://www.pref.wakayama.lg.jp/prefg/022200/d00155677.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,観光,建設工事及び建設工事に係る委託業務の発注予定（県土整備部、農林水産部、商工観光労働部、教育委員会、警察本部）,https://www.pref.wakayama.lg.jp/prefg/081100/bid/hattyu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,令和8年度和歌山県関係人口創出・拡大プロモーション動画制作業務委託プロポーザルに係る公募について（令和8年8月17日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,【審査結果を掲載しました】令和8年度紀伊半島移住プロモーション事業業務委託に係る公募型プロポーザルの実施について（令和8年7月28日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和8年度和歌山県広域物資輸送拠点開設運営マニュアル策定等支援業務に係るプロポーザルの実施について（令和8年7月27日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,プロモーション,【審査結果を掲載しました】令和8年度和歌山県関係人口創出プラットフォーム「わかやまFUNBASE」プロモーション業務委託に係る公募型プロポーザルの実施について（令和8年6月18日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果掲載】「令和8年度生成AI実践講習企画運営業務」業務委託に係る公募型プロポーザルの実施について（令和8年5月11日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,令和8年度「出会いの場の創出事業」企画・運営業務委託プロポーザルについて（令和8年4月9日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果掲載しました。】令和8年度デジタルリテラシー・デジタルスキル標準習得講習企画運営業務に係る公募型プロポーザルの実施について（令和8年3月31日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果掲載しました。】令和8年度RPA・アプリ開発講習企画運営業務に係る公募型プロポーザルの実施について（令和8年3月31日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,デザイン,【審査結果を掲載しました】令和8年度デザイン経営価値共創支援業務に係る公募型プロポーザルの実施について（令和8年3月30日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
2026-08-21,和歌山県庁,和歌山,自治体本体（都道府県）,tier_a,1,運営,【審査結果掲載しました。】令和8年度生成AIを活用した新規事業立案力講習企画運営業務に係る公募型プロポーザルの実施（令和8年3月24日）,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,https://www.pref.wakayama.lg.jp/whatsnew/nyusatsu.html,pref.wakayama.lg.jp
